"split","acc_mean","acc_std","run_name"
"test","53.248888888888885","8.576210564947726","celestial-darkness-778"
"train","66.88444444444445","14.411106142378994","celestial-voice-663"
"val","51.17333333333333","13.1646395063949","celestial-voice-663"
"test","53.091111111111104","12.225680116909146","celestial-voice-663"
"train","78.82222222222221","12.357853503334491","cerulean-forest-665"
"val","56.48222222222223","12.7127254219668","cerulean-forest-665"
"test","56.211111111111116","11.763088323802565","cerulean-forest-665"
"train","65.99555555555554","14.15637464924818","cerulean-smoke-734"
"val","55.66222222222221","12.994984027560141","cerulean-smoke-734"
"test","55.308888888888895","11.138960432022946","cerulean-smoke-734"
"train","72.67555555555556","10.552440242035413","charmed-sponge-814"
"val","67.22222222222223","9.24943775401684","charmed-sponge-814"
"test","53.257777777777775","8.049122028650004","charmed-sponge-814"
"train","87.94222222222221","8.643194425473908","chocolate-resonance-768"
"val","69.98","9.287804030216384","chocolate-resonance-768"
"test","64.81555555555555","7.332629932595471","chocolate-resonance-768"
"train","94.78666666666666","5.932244594243055","chocolate-violet-775"
"val","68.79777777777778","9.09508590692364","chocolate-violet-775"
"test","59.14666666666667","7.217312519213782","chocolate-violet-775"
"train","82.04888888888888","11.73575648379403","clean-aardvark-743"
"val","52.56888888888889","12.4289713329407","clean-aardvark-743"
"test","54.22666666666667","11.177047910785745","clean-aardvark-743"
"train","88.42888888888888","9.684951034631508","colorful-pond-755"
"val","55.86444444444444","12.680086263678216","colorful-pond-755"
"test","53.53777777777778","12.195675412433381","colorful-pond-755"
"train","64.95333333333333","15.133995580223425","comic-surf-687"
"val","50.922222222222224","11.969462172184597","comic-surf-687"
"test","49.64222222222222","10.975636093380691","comic-surf-687"
"train","79.41555555555554","12.389687268744275","confused-monkey-711"
"val","54.72444444444444","12.350303440066904","confused-monkey-711"
"test","55.66222222222221","11.441767971820948","confused-monkey-711"
"train","80.61111111111111","11.857044580030873","cosmic-mountain-728"
"val","55.96666666666667","11.975113082277483","cosmic-mountain-728"
"test","57.766666666666666","10.944929487277726","cosmic-mountain-728"
"train","77.72","10.431794703728633","crimson-flower-829"
"val","60.98888888888888","10.969176792547964","crimson-flower-829"
"test","51.382222222222225","8.387856007053395","crimson-flower-829"
"train","63.02444444444444","13.608254394091881","crisp-frog-738"
"val","53.99333333333333","12.370093565321762","crisp-frog-738"
"test","51.277777777777786","11.205152033719376","crisp-frog-738"
"train","65.32444444444445","13.171233900783015","dark-jazz-702"
"val","52.27555555555556","12.0072044217083","dark-jazz-702"
"test","54.911111111111104","11.38079387107079","dark-jazz-702"
"train","72.33111111111111","10.659441766126035","dazzling-valley-822"
"val","65.67333333333333","9.997627125880827","dazzling-valley-822"
"test","53.733333333333334","8.243695683279345","dazzling-valley-822"
"train","85.21333333333334","8.83715053790698","decent-pond-804"
"val","69.69555555555556","8.728110114614704","decent-pond-804"
"test","65.93333333333334","7.575496561160077","decent-pond-804"
"train","70.14888888888889","14.174418097229308","deft-cherry-714"
"val","53.77777777777778","12.727262465924996","deft-cherry-714"
"test","53.88666666666666","11.865376334341677","deft-cherry-714"
"train","82.40666666666667","11.400868712839712","deft-energy-686"
"val","52.871111111111105","12.346106698764755","deft-energy-686"
"test","55.55555555555555","10.983534253206388","deft-energy-686"
"train","78.8","10.396580634462895","denim-disco-798"
"val","64.48","10.361501392709027","denim-disco-798"
"test","51.2","8.461853399992401","denim-disco-798"
"train","77.56","11.299381825110151","devout-waterfall-813"
"val","62.14","10.728347358145943","devout-waterfall-813"
"test","50.61555555555556","8.49925806493255","devout-waterfall-813"
"train","61.722222222222214","13.338216698320583","distinctive-vortex-715"
"val","53.96444444444445","12.782577649207717","distinctive-vortex-715"
"test","56.11333333333334","11.628912244917837","distinctive-vortex-715"
"train","83.09555555555556","11.154526512963027","driven-bird-736"
"val","55.57333333333333","12.182386800136833","driven-bird-736"
"test","57.01555555555556","11.828517747324279","driven-bird-736"
"train","79.38444444444445","9.979403727950489","driven-pond-793"
"val","60.82888888888889","10.686525726295026","driven-pond-793"
"test","50.717777777777776","8.754447476413572","driven-pond-793"
"train","63.977777777777774","14.564679074501088","dry-microwave-746"
"val","54.39333333333333","12.716135564852385","dry-microwave-746"
"test","53.18666666666667","11.982300527274631","dry-microwave-746"
"train","72.80666666666667","10.40276102950736","dry-mountain-806"
"val","65.91333333333333","9.50905455439806","dry-mountain-806"
"test","54.166666666666664","8.6177465474192","dry-mountain-806"
"train","86.22444444444446","10.47282173350279","eager-brook-681"
"val","56.15777777777779","14.170036026335794","eager-brook-681"
"test","53.331111111111106","12.234135406141394","eager-brook-681"
"train","78.36666666666666","10.668697723298337","eager-flower-805"
"val","58.80888888888888","10.123851314203442","eager-flower-805"
"test","49.80888888888889","8.063392050373384","eager-flower-805"
"train","73.33111111111111","12.412538264707969","eager-shadow-756"
"val","55.193333333333335","12.082112275468932","eager-shadow-756"
"test","56.29555555555556","11.783921039353936","eager-shadow-756"
"train","72.27777777777777","11.260808251148575","earnest-durian-774"
"val","64.60666666666667","10.07626988596548","earnest-durian-774"
"test","53.64444444444444","8.206471400029745","earnest-durian-774"
"train","78.30666666666667","10.418254634516744","earthy-blaze-773"
"val","60.57111111111112","10.60997690273373","earthy-blaze-773"
"test","49.30222222222222","9.104117641193538","earthy-blaze-773"
"train","93.33777777777779","7.161624755305355","earthy-wood-787"
"val","68.83777777777779","9.376427232924115","earthy-wood-787"
"test","60.08888888888888","7.445472565821129","earthy-wood-787"
"train","77.52888888888889","10.983232113286189","efficient-oath-797"
"val","58.81111111111111","11.22166665291461","efficient-oath-797"
"test","51.4","8.49095379190679","efficient-oath-797"
"train","92.76666666666667","6.82449292648939","ethereal-cosmos-800"
"val","69.60222222222221","8.82430957674156","ethereal-cosmos-800"
"test","65.57111111111112","7.298080586490778","ethereal-cosmos-800"
"train","90.15333333333334","7.9903766193164225","expert-darkness-808"
"val","70.73333333333333","9.065441093638093","expert-darkness-808"
"test","64.93333333333334","7.636947227980756","expert-darkness-808"
